"name","year_published","difficulty","rating_avg","rating_sd","game_category","rating_group"
"The Game of Life Express",2007,1.5714,6.20808,1.64386,"Other","Average"
"Dracula: El Vampiro del Castillo",1986,2,6.19444,1.33478,"Other","Average"
"Free Trader",2008,1.5625,6.13214,1.36651,"Other","Average"
"DC HeroClix: Batman (Alpha)",2008,1.5,6.28273,1.48027,"Other","Average"
"Anno Domini: Wort Schrift Buch",2007,1.4,6.8,1.14816,"Other","Average"
"Anno Domini: Showbizz",2008,2,6.8457,1.20984,"Other","Average"
"Electronic Guesstures",2005,1,6.10703,1.79864,"Other","Average"
"Charioteer",2008,2.25,6.12941,1.35766,"Other","Average"
"Quincunx",2008,2,6.87179,1.06047,"Other","Average"
"Fladderadatsch",2008,1,6.64394,1.19505,"Other","Average"
"Trivial Pursuit: Genus Edición III (Spain)",2005,1,6.34171,1.67269,"Other","Average"
"Scotland Yard",1982,1.4,6.41989,1.30549,"Other","Average"
"Kayak Chaos",2008,1.1765,6.19216,1.23124,"Other","Average"
"Pala",2012,2.2,6.75543,1.24288,"Other","Average"
"Osaki ni Shitsurei Shima-su!!",2008,1.2857,6.08,1.16585,"Other","Average"
"Manille",0,2.2857,6.96667,1.55528,"Other","Average"
"Consensus",2008,1.2222,6.29603,1.72892,"Other","Average"
"Scallywags",2008,1.1333,6.03836,1.25636,"Other","Average"
"Palio",2008,2,6.38333,1.4005,"Other","Average"
"Ochs & Esel",2008,1.3333,6.20519,1.46561,"Other","Average"
"God Dice",2008,1.4667,6.34549,1.52122,"Other","Average"
"UNO Flash",2007,1,6.00677,1.56608,"Other","Average"
"Privacy 2",2008,1.2727,6.41694,1.57719,"Other","Average"
"Phase 10 Twist",2007,1.2222,6.04783,1.54245,"Other","Average"
"Herr der Ziegen",2008,1.9583,6.13889,1.05482,"Other","Average"
"Sushi Bar",2005,1,6.17188,1.55407,"Other","Average"
"Reflection",2008,1.1429,6.06251,1.27655,"Other","Average"
"Kimaloé",2008,1.8,6.12023,1.18652,"Other","Average"
"Tenka",2008,1.6667,6.27321,1.29429,"Other","Average"
"Boochie",2008,1,6.63297,0.992505,"Other","Average"
"Accused! Getting Away With Murder?",2008,2,6.19464,1.76771,"Other","Average"
"College Basketball Dynasty",2008,2,6.91672,1.56676,"Other","Average"
"Settlers of Catan: Gallery Edition",2008,2.3,6.70145,1.65096,"Other","Average"
"Im Wald da sind die Räuber",2008,1.8889,6.04168,1.24411,"Other","Average"
"Zanziar",2008,3.5625,6.31,1.70636,"Other","Average"
"Boot Hill",1975,2.2308,6.45937,1.51056,"Other","Average"
"Via Romana",2008,2.2609,6.33985,1.0873,"Other","Average"
"Mutton",2009,2,6.53542,1.31768,"Other","Average"
"Professor Pünschge",2008,2.3636,6.14963,1.37528,"Other","Average"
"North Pole",2011,1.5714,6.27647,1.43064,"Other","Average"
"Rappakalja Extreme",2008,1.4444,6.15102,1.50782,"Other","Average"
"Jungle Speed: Deluxe",2008,1.1765,6.8213,1.60983,"Other","Average"
"Händler auf dem Forum Romanum",2008,2.6667,6.36667,1.378,"Other","Average"
"Huang Dih: O Grande Imperador",2006,1.5,6.49697,1.73598,"Other","Average"
"Warhammer 40,000: Codex",1994,3.4,6.99485,1.79506,"Other","Average"
"Jacynth",2008,2.1429,6.48704,1.50521,"Other","Average"
"Schätzen Sie mal! Mord & Totschlag",2008,1.25,6.40667,1.1486,"Other","Average"
"Paper Safari",2008,1.125,6.73826,1.4835,"Other","Average"
"Cat & Fish",2008,2.6667,6.6439,1.6985,"Other","Average"
"Emu Ranchers",2008,1.5714,6.50392,1.45741,"Other","Average"
"Tien Zi Que",2009,1.6667,6.20203,1.41644,"Other","Average"
"Bindle Rails",2008,2.4286,6.04298,1.48251,"Other","Average"
"Flapjacks & Sasquatches",2008,1.5,6.20683,1.90049,"Other","Average"
"Contract Rummy",1930,1.8462,6.42933,1.91349,"Other","Average"
"Oktoberfest",2017,2.75,6.0001,1.56549,"Other","Average"
"Wir spielen Einkaufen",2008,1.5,6.16,1.81023,"Other","Average"
"Indian Chief",2004,1.8,6.9,1.26936,"Other","Average"
"Curling Table Game",2008,1,6.74129,1.34432,"Other","Average"
"Rabbit Hunt",2009,1.5,6.07155,1.24933,"Other","Average"
"Az Ezüst-tó kincse",1986,1.8,6.18966,1.8519,"Other","Average"
"Funny Business",2009,1.3333,6.14622,1.56723,"Other","Average"
"Cartagena: Die Meuterei",2009,2.1765,6.4277,1.13973,"Other","Average"
"Cheese Chasers",2008,1.5217,6.16119,1.39314,"Other","Average"
"Krysis",2009,2.5556,6.04279,1.60162,"Other","Average"
"Nur die Ziege zählt",2009,1.3333,6.06067,1.4231,"Other","Average"
"Longships",2009,3,6.19111,1.86152,"Other","Average"
"Onexeno",2008,1.7143,6.0375,1.64047,"Other","Average"
"Fuzzy Tiger",2009,1.6,6.12422,1.4924,"Other","Average"
"Europa: Paris ist ja klar, aber wo liegt Córdoba?",2009,1.7143,6.53636,1.27831,"Other","Average"
"Mia",600,1.1538,6.00855,1.80682,"Other","Average"
"Black Stories 4",2008,1.25,6.01263,1.55246,"Other","Average"
"Fire Bulls",2009,1.6667,6.06275,1.26025,"Other","Average"
"Sueca",0,2,6.29403,1.51242,"Other","Average"
"Consensus Movie Edition",2009,2,6.74167,1.28338,"Other","Average"
"Creepers",2009,2.6667,6.47368,2.29974,"Other","Average"
"<U+042D><U+0440><U+0443><U+0434><U+0438><U+0442>",1988,2,6.09118,1.53584,"Other","Average"
"Desafino",1988,1.25,6.28914,1.57506,"Other","Average"
"Le Passe-Trappe Grande",2008,1,6.97829,1.3249,"Other","Average"
"Coast-to-Coast Rails",2009,2.25,6.56786,0.970752,"Other","Average"
"Utopian Rummy",2009,1.5294,6.70594,1.24462,"Other","Average"
"Make 'n' Break CHALLENGE",2009,1.25,6.12241,1.24389,"Other","Average"
"Super Circles",2009,1,6.02235,1.39615,"Other","Average"
"Death Note Investigation Card Game",2009,2,6.36941,1.64138,"Other","Average"
"Run Wild",2009,1,6.09667,1.37888,"Other","Average"
"Triviathon",2008,1.6,6.01905,1.25475,"Other","Average"
"Ambagibus",2009,1.2857,6.51803,1.35278,"Other","Average"
"1000",0,1.8,6.47619,1.40557,"Other","Average"
"MidEvil Deluxe",2009,2.25,6.11982,1.68741,"Other","Average"
"Mi Tierra",2010,3,6.60652,1.88464,"Other","Average"
"Restaurant Row",2009,2.2,6.55385,1.32759,"Other","Average"
"World War IV: One World, One King",2009,2.75,6.71429,1.50848,"Other","Average"
"Attandarra",2009,2.8333,6.52576,1.11343,"Other","Average"
"Miksi juuri Mäntsälä...?",2009,1.4,6.04146,1.12206,"Other","Average"
"Supernova: A New Exodus",2015,2.25,6.992,1.57516,"Other","Average"
"The Trial of Socrates",2009,1.6667,6.43167,1.15271,"Other","Average"
"Party Alias",2009,1.2333,6.11859,1.62916,"Other","Average"
"Delve the Card Game",2009,1.4545,6.07953,1.71682,"Other","Average"
"Chronology",2008,1.5,6.272,1.33515,"Other","Average"
"Ogre Castle",2009,1.3636,6.74327,1.35331,"Other","Average"
"Ninja Burger: Secret Ninja Death Touch Edition",2009,1.8462,6.31564,1.66787,"Other","Average"
"Agricola Express",2009,1.8182,6.22294,1.32546,"Other","Average"
"Old Town: Solo",2007,2.4,6.19444,1.17704,"Other","Average"
"Schinderhannes",2009,2.6667,6.42147,1.36853,"Other","Average"
"The Red Dragon Inn: Gambling? I'm In!",2010,2,6.18533,1.81348,"Other","Average"
"Kámen – Zbrane – Papír",2007,2,6.19922,1.75567,"Other","Average"
"El Erudito",2008,1.8,6.67136,1.40518,"Other","Average"
"Catan Dice Game Deluxe Edition",2009,1.3333,6.55213,1.53629,"Other","Average"
"City of Guilds",2009,1.9091,6.59891,0.977491,"Other","Average"
"The Bugman's Game",2009,1.5,6.0325,2.2262,"Other","Average"
"Sherwood Showdown",2009,1.5714,6.44082,1.40519,"Other","Average"
"Know It or Blow It",2009,2.5,6.12155,1.85159,"Other","Average"
"De Kolonisten van de Lage Landen",2009,2.4286,6.44715,1.33762,"Other","Average"
"Der HeidelBÄR",2009,1.1429,6.45361,1.40522,"Other","Average"
"Warzoo",2015,1.5,6.5536,1.3731,"Other","Average"
"Fantom Staré Prahy",0,2.3333,6.13231,1.56727,"Other","Average"
"Grand Slam",2014,1.25,6.23271,1.43643,"Other","Average"
"El Bazar",2007,1,6.84922,1.51872,"Other","Average"
"Double Series",1996,1,6.43568,1.62054,"Other","Average"
"Anno Domini: Europa",2009,1.1429,6.75763,1.12997,"Other","Average"
"Mees, kes teadis ussisõnu",2009,1.375,6.06023,1.76542,"Other","Average"
"Schwarzes Gold",2009,2,6.39741,1.19187,"Other","Average"
"Namibia",2010,3.25,6.18926,1.49654,"Other","Average"
"Dice of the Living Dead",2009,1.3077,6.07333,1.47556,"Other","Average"
"Jungle Speed: Rabbids",2008,1.15,6.49889,1.50067,"Other","Average"
"Insula",2009,2.5,6.16654,1.78109,"Other","Average"
"Seidenstraße",2009,2.5,6.53125,1.08277,"Other","Average"
"Infection Express",2009,1.7,6.21088,1.4997,"Other","Average"
"Jurassic Wars",2009,1.3333,6.09211,1.79493,"Other","Average"
"Greedy Kingdoms",2009,1.6667,6.60955,1.35433,"Other","Average"
"Hau La",2009,1,6.12603,1.23887,"Other","Average"
"Kenta",2009,2.2857,6.42439,1.55638,"Other","Average"
"Sitting Ducks Deluxe",2009,1.3571,6.13448,1.41871,"Other","Average"
"Igel Ärgern + Tante Tarantel",2009,1.375,6.84587,1.16615,"Other","Average"
"Korruptivity",2009,2.5,6.15882,2.02486,"Other","Average"
"Black Stories 5",2009,1,6.06552,1.88954,"Other","Average"
"Gift Trap mini",2010,1,6.21343,1.67616,"Other","Average"
"Uppsala: Città d'Italia",2009,1.5,6.60682,0.939874,"Other","Average"
"VerTIPPT nochmal!",2009,1,6.04821,1.44432,"Other","Average"
"Deluges",2010,3,6.01538,1.81687,"Other","Average"
"Tomb Raider: Underworld",2009,2.2,6.46656,1.52908,"Other","Average"
"Alchemicus",2009,2.1818,6.11316,1.97401,"Other","Average"
"Patrol: Lost!",2009,1.75,6.88533,1.47356,"Other","Average"
"Mapominoes: Asia & Australasia",2008,1,6.525,1.32169,"Other","Average"
"Mapominoes: Africa",2009,2,6.27143,1.26119,"Other","Average"
"Pass the Bomb: Party Edition",2007,1.1111,6.02097,1.4609,"Other","Average"
"Anima: Twilight of the Gods",2009,2,6.57148,1.3801,"Other","Average"
"Pochspiel",1441,1.3333,6.36486,1.58459,"Other","Average"
"Zug",2009,1.8571,6.05349,1.46785,"Other","Average"
"Buraco",0,2,6.30763,1.43737,"Other","Average"
"Gongor Whist",2008,2,6.20937,1.11925,"Other","Average"
"Flashpoint",0,0,6.73125,1.2873,"Other","Average"
"Sounds Like a Plan",2010,1,6.06429,1.233,"Other","Average"
"Mystery Rummy: Escape from Alcatraz",2009,1.4211,6.93016,1.15764,"Other","Average"
"Spiel mit Lukas: Dribbel-Fieber",2010,1.3333,6.32407,1.75203,"Other","Average"
"Party Alias (Travel)",2010,2,6.15405,1.44177,"Other","Average"
"Sync Up!",2009,1,6.50938,1.53889,"Other","Average"
"Metropoli",2010,2,6.13051,1.24387,"Other","Average"
"Grave Robbers III: Suburban Slashers from Sunnydale Street",2009,1.6667,6.30958,1.51191,"Other","Average"
"Schlag den Raab: Das Spiel",2010,1.4706,6.08624,1.69878,"Other","Average"
"American Carrom",1892,1.2222,6.46247,1.55113,"Other","Average"
"Zaglada Atlantydy",2011,2.6,6.021,1.46411,"Other","Average"
"Boomerang",2010,1.5161,6.44156,1.29479,"Other","Average"
"Deterrence",2012,2.5714,6.34516,1.92318,"Other","Average"
"Ultimate Werewolf: Compact Edition",2010,1.4444,6.75324,1.68528,"Other","Average"
"PIX",2012,1.4167,6.65498,1.35024,"Other","Average"
"Workshop of the World",2010,2.5882,6.47079,1.16237,"Other","Average"
"Flee The Scene",2015,1.2857,6.68752,1.0426,"Other","Average"
"Show Business",2010,3.9167,6.58554,2.01884,"Other","Average"
"Perpetual-Motion Machine",2010,1.64,6.10954,1.5794,"Other","Average"
"Greenrock Village: Tatort – Hotel",2009,2,6.275,1.48829,"Other","Average"
"Goblin Market",2010,1.3333,6.74444,1.20638,"Other","Average"
"Woolfy",2009,1,6.61821,1.59773,"Other","Average"
"Arriala: Canal de Garonne",2010,2.3333,6.36174,1.47793,"Other","Average"
"Smash Monster Rampage!",2010,2.0769,6.49435,1.69805,"Other","Average"
"Iron Man 2: Game of War",2010,1,6.51389,0.931591,"Other","Average"
"Kuni Tori!",2010,2.2857,6.87672,1.53343,"Other","Average"
"Na Grunwald: Rycerze króla Jagielly",2010,2.2667,6.61464,1.2094,"Other","Average"
"Third and Long: The Football Card Game",2010,2.3333,6.51415,1.53606,"Other","Average"
"Ports of Europe: Antwerpen",2010,2,6.3125,1.50325,"Other","Average"
"Bridgetown Races",2010,2.2,6.14602,1.27517,"Other","Average"
"R-Eco Recycle",2010,2,6.11742,1.30137,"Other","Average"
"RoadZters",2010,1.2632,6.74984,1.34758,"Other","Average"
"Saustall",2010,2.2308,6.26753,1.47771,"Other","Average"
"4 Seasons",2010,1.8571,6.19943,1.42776,"Other","Average"
"Papayoo",2010,1,6.0846,1.66404,"Other","Average"
"Tadaaam!",2010,1.2308,6.46973,1.42614,"Other","Average"
"Porto Carthago",2010,3.1333,6.37157,1.22641,"Other","Average"
"Expedition Sumatra",2010,2.4286,6.16087,1.25698,"Other","Average"
"Kemomimi Panic",2010,2,6.13727,1.49572,"Other","Average"
"Der Pate",2010,2.3571,6.24641,1.39606,"Other","Average"
"Dungeon Venture",2010,0,6.14167,1.6431,"Other","Average"
"Fictionaire",2010,1.1053,6.16898,1.53575,"Other","Average"
"Flash Point",2010,2.1429,6.94195,0.995604,"Other","Average"
"West Riding Revisited",2010,3.25,6.9307,1.38288,"Other","Average"
"Got It!",2010,1.8,6.74485,1.57085,"Other","Average"
"Bhazum",2010,2.1667,6.78448,1.06314,"Other","Average"
"1858: The Railways of Iberia",2011,3.8333,6.98333,1.50974,"Other","Average"
"Whist 22",0,1.3333,6.18868,1.42493,"Other","Average"
"Draco",2010,1,6.22216,1.37543,"Other","Average"
"Pocket Pro Golf",2010,1.9286,6.61587,1.2851,"Other","Average"
"Double Bananagrams",2009,1.1429,6.73089,1.20045,"Other","Average"
"Tricked-Out Hero",2014,1.6667,6.24364,1.57189,"Other","Average"
"Last Call: The Bartender Game",2010,1.4545,6.17305,1.37929,"Other","Average"
"Orient Bazaar",2010,1.4,6.39091,1.36944,"Other","Average"
"For Crown & Kingdom",2016,2,6.7083,1.27903,"Other","Average"
"Photo Party",2010,1,6.61847,1.42329,"Other","Average"
"Hex Hex XL",2010,1.72,6.74966,1.64421,"Other","Average"
"Busstop: The Boardgame",2010,1.8,6.3675,1.16296,"Other","Average"
"Monopoly: Franklin Mint Collector's Edition",1991,1.3333,6.15676,2.7358,"Other","Average"
"Sandwich",2010,1,6.28377,1.68319,"Other","Average"
"Cité",2010,2,6.13266,1.59104,"Other","Average"
"Bohnanza Fun & Easy",2010,2,6.54444,1.57852,"Other","Average"
"Stich-Meister",2010,1.8485,6.7192,1.35791,"Other","Average"
"Quest: A Time of Heroes",2010,1.8667,6.0654,1.55896,"Other","Average"
"Lino",2010,2.4,6.7457,1.05908,"Other","Average"
"Total Rumble",2010,1,6.79867,1.84201,"Other","Average"
"Disaster on Everest",2010,1.7857,6.67732,1.29171,"Other","Average"
"Dive! Diver! Die!",2010,1.7895,6.17027,1.44781,"Other","Average"
"i9n",2010,2.6667,6.1678,1.59261,"Other","Average"
"Konexi",2010,1.25,6.22208,1.42221,"Other","Average"
"Key West",2010,2.5556,6.15218,1.26048,"Other","Average"
"Pig 10",2010,1.3333,6.2967,1.31335,"Other","Average"
"Fairy Tale in My Pocket",2009,1,7,1.4983,"Other","Average"
"King Maker",0,3,6.35806,1.38698,"Other","Average"
"Scattergories Categories",2010,1.4286,6.07245,1.43667,"Other","Average"
"Football Leader",2010,2.4,6.75156,1.21896,"Other","Average"
"Pirates 2 ed.: Governor's Daughter",2010,2.5,6.16235,1.67017,"Other","Average"
"Âge de Bronze",2010,1.5,6.2525,1.21308,"Other","Average"
"ROLLICK!  The Hysterical Game of Clues and Collaboration",2010,0,6.53396,1.7277,"Other","Average"
"Summy",2010,1.8889,6.54833,1.26804,"Other","Average"
"Tricky Safari",2010,2,6.20306,1.07743,"Other","Average"
"Insidious Sevens",2010,1.7778,6.28171,1.39774,"Other","Average"
"Bizzarie",2010,2,6.9375,1.65713,"Other","Average"
"Interstellar Mayhem",2010,2,6.49329,1.46366,"Other","Average"
"Travel Blog",2010,1.5185,6.09509,1.24585,"Other","Average"
"Palacio de Viana",2010,2.375,6.9127,1.13927,"Other","Average"
"Anno Domini: Fussball",2010,1.5,6.549,1.62888,"Other","Average"
"The Art of Science",2010,2.1667,6.09722,1.72731,"Other","Average"
"Skippity",2010,2,6.37256,1.34896,"Other","Average"
"Scho K.O.",2010,1,6.20857,1.35823,"Other","Average"
"Black Stories Stadt-Land-Tod",2010,1,6.14516,1.69055,"Other","Average"
"Aether Captains",2010,2,6.47733,2.33561,"Other","Average"
"Hinkel & Stein",2010,1.3333,6.64788,1.67299,"Other","Average"
"Captain Jack's Gold",2010,1.5,6.01515,1.10086,"Other","Average"
"Neos",2009,1,6.35455,1.19901,"Other","Average"
"King's Valley",2006,1,6.55319,1.22159,"Other","Average"
"Cornerstone Essential",2010,1.6667,6.62679,1.27989,"Other","Average"
"Black Stories 6",2010,1,6.242,1.72789,"Other","Average"
"Taiga",2010,1.1111,6.29167,0.961797,"Other","Average"
"I Signori dei Draghi",2010,2.8333,6.8087,1.35548,"Other","Average"
"Total Soccer",2008,1.4,6.63429,1.52389,"Other","Average"
"ScrumBrawl",2011,2.2,6.491,1.68303,"Other","Average"
"Escape of the Dead Minigame",2010,1.1429,6.29803,1.52863,"Other","Average"
"Take It or Leave It",2010,1.3667,6.11079,1.30199,"Other","Average"
"Trivial Pursuit: Master Edition",2009,1.3913,6.14009,1.62301,"Other","Average"
"Yago Pool",2008,1,6.5273,2.04001,"Other","Average"
"AstroNuts",2012,1.2,6.12963,1.88057,"Other","Average"
"BOLSA: the board game",2011,1.6667,6.37333,1.35719,"Other","Average"
"Repello",2010,2,6.4054,1.42114,"Other","Average"
"Bible Taboo",2010,1,6.28387,2.18383,"Other","Average"
"Oudordodo",0,1,6.01765,1.73705,"Other","Average"
"Verbàlia, el joc",2010,1.8571,6.12381,1.64973,"Other","Average"
"Palenque",2011,2.2667,6.13042,1.33892,"Other","Average"
"Quiz: Iisen Ikima Show !",2008,1.6,6.39592,1.37202,"Other","Average"
"Imaginiff: 10th Anniversary Edition",2008,1,6.03512,1.42457,"Other","Average"
"Zip-It",2010,1.2857,6.16765,1.37867,"Other","Average"
"Mr. M' s<U+8C0B><U+6740><U+6CD5><U+5219>:<U+62DC><U+5360><U+5EAD><U+523A><U+5BA2>",2009,3.6667,6.13538,1.50898,"Other","Average"
"Off the Dead: Chapitre 1 – Morts à Venice Beach",2011,1.9091,6.75274,1.52563,"Other","Average"
"Offboard",2011,2.25,6.53992,1.37496,"Other","Average"
"Kniffel Extreme",2011,1.3333,6.24085,1.17,"Other","Average"
"Bezzerwizzer Entertainment",2010,1,6.32812,1.38975,"Other","Average"
"Tricky Bid",2011,1.5833,6.19945,1.32421,"Other","Average"
"The Secret of Monte Cristo",2011,2.375,6.1539,1.29027,"Other","Average"
"Gold!",2011,1.5357,6.40692,1.24754,"Other","Average"
"Scavengers",2011,1.7,6.109,1.8175,"Other","Average"
"Map It! World Edition",2011,1.1176,6.22414,1.34274,"Other","Average"
"Zwerg Riese",2011,1.6667,6.63765,0.994665,"Other","Average"
"Bella Blümchen",2011,1,6.04817,1.28241,"Other","Average"
"Zicke Zacke",2011,1.1111,6.47912,1.38663,"Other","Average"
"City Square Off",2011,1.1111,6.54884,1.21825,"Other","Average"
"Got 'Em!",2012,1.3333,6.19307,1.34503,"Other","Average"
"Princes of the Dragon Throne",2014,3,6.48072,1.67429,"Other","Average"
"Four Roads to Moscow",2011,2.6667,6.50423,1.98441,"Other","Average"
"Articulate! Your Life",2010,1,6.14905,1.39636,"Other","Average"
"Dragon Face",2011,2.5556,6.63675,1.75314,"Other","Average"
"Sporz Original Outbreak",2011,1.6667,6.86822,1.58212,"Other","Average"
"Das große Kullern",2011,1.2,6.52586,1.34364,"Other","Average"
"O Jogo da Enciclopédia",2000,1,6.37222,1.7699,"Other","Average"
"Ragnarök: Aesir and Jötunn",2011,1.625,6.75122,1.13377,"Other","Average"
"Schlacht am Buffet",2011,1.6667,6.21094,1.11912,"Other","Average"
"Paperclip Railways",2011,2.5,6.52216,1.28278,"Other","Average"
"Perigon",2011,2.5,6.32763,1.37548,"Other","Average"
"Giza: The Great Pyramid",2012,3,6.35728,1.48809,"Other","Average"
"Aether Captains: Capek Golems",2011,1.7143,6.25114,1.53688,"Other","Average"
"Volle Scholle",2011,1.5556,6.14043,0.981938,"Other","Average"
"Grave Business",2011,2.5,6.00101,1.64465,"Other","Average"
"Schlag den Raab: Das 2. Spiel",2011,1.5,6.33253,1.65981,"Other","Average"
"Mirror, Mirror",2011,2,6.06625,1.21559,"Other","Average"
"Paradisio",2010,1.4,6.08779,1.49856,"Other","Average"
"Vizia",2011,1.5,6.08936,1.36057,"Other","Average"
"Color Stix",2011,1.2,6.39634,1.18313,"Other","Average"
"New World Colony",2011,1.5,6.45,0.864581,"Other","Average"
"Heroica: Waldurk",2011,1.3214,6.01789,1.40274,"Other","Average"
"Munchkin Axe Cop",2011,1.7619,6.1258,1.76016,"Other","Average"
"Tem-Purr-A",2011,1.2,6.03506,1.50705,"Other","Average"
"Donkey: It's a Kick!",2011,1,6.81191,1.64823,"Other","Average"
"Oz",2011,1.4286,6.31127,0.988034,"Other","Average"
"Pick 'N' Choose",2010,1,6.30248,1.5363,"Other","Average"
"Aether Captains: Triad",2011,1.75,6.82333,1.10081,"Other","Average"
"Black Stories: Holiday Edition",2011,1,6.12084,1.71137,"Other","Average"
"CardFight!! Vanguard",2011,2.8,6.58416,2.07618,"Other","Average"
"El mundo de Águila Roja",2011,2,6.88674,1.33534,"Other","Average"
"Blokus Junior",2010,1.5,6.25486,1.05657,"Other","Average"
"Disaster on K2",2011,1.8571,6.82157,1.10175,"Other","Average"
"Kwizniac",2009,1.3333,6.60368,1.74935,"Other","Average"
"Electronic Taboo",2001,1,6.61854,1.6275,"Other","Average"
"O Último Grande Campeão",2011,1.3333,6.20305,1.66557,"Other","Average"
"7 Islands",2011,2.75,6.76214,1.24005,"Other","Average"
"Aether Captains: The Search",2011,1.6,6.47547,1.39985,"Other","Average"
"Pirates of the Caribbean: Master of the Seas Strategy Game",2011,2.3333,6.70727,1.48934,"Other","Average"
"2019: The ARCTIC",2011,3.5294,6.73689,1.84839,"Other","Average"
"Rallytaire",2011,1.25,6.40156,1.44744,"Other","Average"
"Raiding Parties: Golden Age of Piracy",2012,1.6667,6.28085,2.62514,"Other","Average"
"Drop Site",2011,1.5714,6.16494,1.55294,"Other","Average"
"Triominos Gold",2008,1.5,6.00698,1.68017,"Other","Average"
"Alien Menace",2011,1.8,6.44293,1.87034,"Other","Average"
"Zoom Zoom Ka-Boom!!",2011,2,6.53108,1.63779,"Other","Average"
"Rush Hour Scramble",2011,1.4,6.70736,1.28099,"Other","Average"
"Tripolo",2011,1,6.37755,1.47956,"Other","Average"
"Sherlock",2011,1,6.17595,1.39058,"Other","Average"
"String Railway: Transport",2011,1.8333,6.80885,1.2765,"Other","Average"
"Micro Monsters",2012,1,6.6375,1.29917,"Other","Average"
"Time's Up! Green Edition",2011,1,6.77273,1.65644,"Other","Average"
"Hungarian Tarokk",1870,3.5,6.54878,2.07718,"Other","Average"
"Race to Adventure: The Spirit of the Century Exploration Game",2013,1.5,6.13641,1.523,"Other","Average"
"Rising Sun Railroads",2011,3,6.65909,1.25124,"Other","Average"
"Colorado Midland",2011,2.6,6.28646,1.70021,"Other","Average"
"Champions 2020",2011,2.1333,6.88438,1.70117,"Other","Average"
"Connect 4 Launchers",2010,1,6.30844,1.56138,"Other","Average"
"Tinco",2011,1.3,6.84746,1.79895,"Other","Average"
"Reverse Charades Junior Edition",2011,2,6.8122,1.26591,"Other","Average"
"Expedition Sumatra: Dadu Dadu",2011,2,6.59157,1.25872,"Other","Average"
"LIXO?",2011,1.3333,6.04791,1.4719,"Other","Average"
"Plethora",2012,2.75,6.1375,1.5701,"Other","Average"
"Exposaurus",2011,1.5,6.34697,1.37983,"Other","Average"
"Frigiti",2011,1,6.96364,1.32066,"Other","Average"
"Dojo",2011,1,6.49371,1.06932,"Other","Average"
"Streams",2011,1.1875,6.4871,1.26395,"Other","Average"
"Fandooble",2011,1,6.06214,1.53832,"Other","Average"
"bezzerwizzer kompakt",2010,2,6.31273,1.60069,"Other","Average"
"Meltdown 2020",2011,1.8235,6.24714,1.52386,"Other","Average"
"Pirates of Nassau",2012,2.875,6.96498,1.53115,"Other","Average"
"Burdigala",2011,1.5714,6.02844,1.39121,"Other","Average"
"Et Toque!",2011,1.5,6.90141,1.48761,"Other","Average"
"Jungle Speed: Electronique",2011,0,6.02619,1.44165,"Other","Average"
"Gary Gouda",2011,1,6.31317,1.4459,"Other","Average"
"Hoppe Reiter",2011,1,6.15605,1.59264,"Other","Average"
"Evening in the Stable",2011,1,6.2213,1.67475,"Other","Average"
"Animal Upon Animal: Small and Yet Great!",2011,1,6.2672,1.14807,"Other","Average"
"Magic ABC Duel",2011,1,6.12444,1.00044,"Other","Average"
"Rock Science",2011,3,6.28571,1.93254,"Other","Average"
"Sarena",2011,1.6,6.01226,1.4029,"Other","Average"
"Können Schweine fliegen? Mitbring-Spiel",2007,0,6.10938,1.13698,"Other","Average"
"Coraxis & Co.",2012,1.6667,6.12531,1.50817,"Other","Average"
"On the Cards",2011,1.5556,6.54405,1.38704,"Other","Average"
"Seven!",2011,2.3333,6.30714,2.24239,"Other","Average"
"Tomorrow's War (Second Edition)",2011,3.75,6.71034,1.66129,"Other","Average"
"Scene It? Harry Potter: The Complete Cinematic Journey",2011,2,6.39211,1.8557,"Other","Average"
"Help Me!",2011,1.375,6.12703,1.42107,"Other","Average"
"Privacy No Limit",2011,1,6.00939,1.81124,"Other","Average"
"Master Merchant",2011,2.1111,6.12408,1.33008,"Other","Average"
"Catch a Falling Star",2011,1,6.18846,1.15702,"Other","Average"
"Bibliogamo",2011,1.3333,6.39896,1.25518,"Other","Average"
"Shadows Upon Lassadar",2011,2.1429,6.675,1.53728,"Other","Average"
"Fox's Party",2011,1,6.1049,1.47855,"Other","Average"
"Dynamite Nurse",2011,2,6.40473,1.67819,"Other","Average"
"Air Show",2011,2.5455,6.60333,1.10273,"Other","Average"
"Chocoly",2011,1.4,6.12587,1.30837,"Other","Average"
"Elfer raus! Master",2011,2,6.3975,1.0551,"Other","Average"
"Iron Sky: The Board Game",2012,2.5714,6.08088,1.56227,"Other","Average"
"Trick or Treat",2011,1.6667,6.93947,1.33742,"Other","Average"
"CLUE: World of Harry Potter",2011,1.75,6.20896,1.44937,"Other","Average"
"Hemloch",2011,2,6.81519,1.28783,"Other","Average"
"Mondriaan 2020",2011,1.8333,6.34392,1.1144,"Other","Average"
"Ocean Limbo",2011,1.0588,6.13692,1.235,"Other","Average"
"Serica: Plains of Dust",2011,2.4,6.64697,1.24474,"Other","Average"
"Sticky Stickz",2011,1,6.27171,1.53132,"Other","Average"
"Kamisado Schnupperspiel",2011,1.6667,6.65294,1.33334,"Other","Average"
"Roll'n Bump",2011,1.2857,6.72951,1.332,"Other","Average"
"Zong Shi",2012,2.5517,6.46303,1.47578,"Other","Average"
