"name","year_published","difficulty","rating_avg","rating_sd","game_category","rating_group"
"Adaman",2010,1.2667,6.04393,1.39573,"Family","Average"
"Eruption",2011,2.0182,6.21642,1.36007,"Family","Average"
"Big Five",2010,1.3529,6.25752,1.30211,"Family","Average"
"Rory's Story Cubes: Actions",2007,1.1852,6.4088,1.50415,"Family","Average"
"Eleminis",2010,1.125,6.03722,1.65682,"Family","Average"
"Cargo Noir",2011,2.0914,6.45912,1.32215,"Family","Average"
"Pelican Cove",2011,1.8,6.74702,1.28568,"Family","Average"
"Ristorante Italia",2011,2.3898,6.8082,1.30192,"Family","Average"
"Mondo",2011,1.8077,6.49349,1.34761,"Family","Average"
"Struggle for Catan",2011,1.6667,6.15148,1.38607,"Family","Average"
"Pastiche",2011,2.259,6.83173,1.33893,"Family","Average"
"Avanti",2011,1.6667,6.30012,1.21762,"Family","Average"
"IceDice",2011,1.1429,6.36681,1.43924,"Family","Average"
"Kart sur Glace",2011,1.2,6.19891,1.32945,"Family","Average"
"Urbania",2012,2.3488,6.4619,1.35767,"Family","Average"
"Nile DeLuxor",2011,1.5135,6.81252,1.29404,"Family","Average"
"Ouro de Tolo",2011,1.1667,6.65219,1.52476,"Family","Average"
"Mammut",2011,1.825,6.24442,1.49114,"Family","Average"
"Deadwood",2011,2.1707,6.36784,1.3045,"Family","Average"
"Terror in Meeple City",2013,1.4796,6.85135,1.26836,"Family","Average"
"Seven Dragons",2011,1.3163,6.27738,1.38075,"Family","Average"
"Banjooli Xeet",2013,1.15,6.35648,1.53005,"Family","Average"
"Mare Balticum",2011,1.7273,6.34081,1.44188,"Family","Average"
"Martian Dice",2011,1.069,6.17808,1.36991,"Family","Average"
"My Happy Farm",2011,1.6757,6.41694,1.20995,"Family","Average"
"21 Mutinies: Arrr! Edition",2013,2.375,6.5528,1.60811,"Family","Average"
"Villagers & Villains",2011,1.8095,6.63111,1.38877,"Family","Average"
"Farmageddon",2012,1.6296,6.12883,1.40466,"Family","Average"
"Sewer Pirats",2012,2.1429,6.61692,1.22091,"Family","Average"
"The City",2011,1.5608,6.53229,1.33433,"Family","Average"
"23",2011,1.2326,6.38023,1.15709,"Family","Average"
"O Vale dos Monstros",2011,1.9091,6.76856,1.31735,"Family","Average"
"Electronic Labyrinth",2011,1.8,6.33062,1.3289,"Family","Average"
"TSCHAK!",2011,1.5614,6.33993,1.26265,"Family","Average"
"Spectaculum",2012,1.7234,6.43793,1.23017,"Family","Average"
"Poseidon's Kingdom",2011,2.4,6.83182,1.26067,"Family","Average"
"Nefarious",2011,1.7303,6.27049,1.50618,"Family","Average"
"Kalimambo",2011,1.0526,6.13363,1.40911,"Family","Average"
"Tuareg",2011,1.5,6.41722,1.26103,"Family","Average"
"Dr. Shark",2011,1.5714,6.15993,1.38892,"Family","Average"
"A Fistful of Penguins",2011,1.3418,6.02267,1.30133,"Family","Average"
"Cavemen: The Quest for Fire",2012,1.88,6.34486,1.35655,"Family","Average"
"Würfel Bohnanza",2012,1.3143,6.67107,1.33392,"Family","Average"
"Little Devils",2012,1.3571,6.12865,1.2588,"Family","Average"
"BraveRats",2011,1.1415,6.45823,1.28596,"Family","Average"
"Escape: The Curse of the Temple",2012,1.4823,6.98547,1.40433,"Family","Average"
"Thebes: The Tomb Raiders",2013,2.0426,6.86105,1.18585,"Family","Average"
"Villages",2011,1.6364,6.53041,1.59309,"Family","Average"
"Rory's Story Cubes: Voyages",2011,1.0256,6.57278,1.4933,"Family","Average"
"Noah",2012,1.3438,6.51254,1.232,"Family","Average"
"Piraten kapern",2012,1.0946,6.30031,1.64833,"Family","Average"
"Kosmonauts",2012,2.1714,6.68048,1.16357,"Family","Average"
"Zooloretto: The Dice Game",2012,1.2403,6.37851,1.21511,"Family","Average"
"Saint Malo",2012,1.8981,6.45823,1.18535,"Family","Average"
"Africana",2012,2.0175,6.7185,1.19599,"Family","Average"
"Keltis: Das Würfelspiel",2012,1.2432,6.44622,1.14911,"Family","Average"
"Waka Waka",2012,1.8889,6.01917,1.32514,"Family","Average"
"Connections",2012,1.8182,6.36554,1.22611,"Family","Average"
"Divinare",2012,1.7664,6.72789,1.27429,"Family","Average"
"Riff Raff",2012,1.2051,6.93732,1.33053,"Family","Average"
"Tahiti",2012,1.9189,6.34417,1.18822,"Family","Average"
"Cover Your Assets",2011,1.1379,6.37583,1.64874,"Family","Average"
"Steam Park",2013,2.1157,6.86482,1.21487,"Family","Average"
"Plato 3000",2012,1.5789,6.4293,1.47575,"Family","Average"
"We Will Wok You",2012,1.56,6.27668,1.18134,"Family","Average"
"Morels",2012,1.7382,6.99065,1.22329,"Family","Average"
"Tokaido",2012,1.7507,6.97297,1.35363,"Family","Average"
"Sheepland",2012,1.7917,6.54548,1.27179,"Family","Average"
"Pirate Dice: Voyage on the Rolling Seas",2012,1.6765,6.15744,1.39617,"Family","Average"
"Goblins Drool, Fairies Rule!",2013,1.0741,6.08167,1.32226,"Family","Average"
"Call to Glory",2012,1.5278,6.49558,1.3583,"Family","Average"
"Fantastiqa: The Rucksack Edition",2012,2.3896,6.95305,1.43262,"Family","Average"
"Clubs",2013,1.4348,6.54342,1.28964,"Family","Average"
"Keltis Ór",2012,1.5556,6.0311,1.622,"Family","Average"
"Baldrick's Tomb",2012,1.5455,6.21849,1.25693,"Family","Average"
"Sky Tango",2012,1.3714,6.31012,1.39232,"Family","Average"
"Enigma",2012,2.0741,6.42665,1.42646,"Family","Average"
"Star Wars: Angriff der Klonkrieger",2012,2,6.39351,1.40801,"Family","Average"
"Bohn to Be Wild!",2012,1.7812,6.6746,1.32225,"Family","Average"
"Northwest Passage Adventure",2012,1.7778,6.14661,1.54513,"Family","Average"
"Samurai Sword",2012,1.7692,6.66975,1.35194,"Family","Average"
"Jungle Ascent",2013,1.5909,6.43358,1.38272,"Family","Average"
"P.I.",2012,2.2526,6.69813,1.35152,"Family","Average"
"Roll For It!",2011,1.0435,6.12302,1.41458,"Family","Average"
"Castle Dice",2013,2.2667,6.65774,1.3626,"Family","Average"
"Salmon Run",2013,1.825,6.53411,1.25251,"Family","Average"
"Clue",2012,1.5312,6.00954,1.43458,"Family","Average"
"Rancho",2012,1.5714,6.06417,1.37314,"Family","Average"
"Cardline: Animals",2012,1.1493,6.56942,1.1792,"Family","Average"
"12 Days",2011,1.2131,6.51782,1.13578,"Family","Average"
"Siberia: The Card Game",2012,2.0667,6.72795,1.17169,"Family","Average"
"Qwixx",2012,1.1155,6.87151,1.17909,"Family","Average"
"Boss Monster: The Dungeon Building Card Game",2013,1.8438,6.2777,1.4624,"Family","Average"
"The Little Prince: Make Me a Planet",2013,1.5756,6.91409,1.19857,"Family","Average"
"Golden Horn: Von Venedig nach Konstantinopel",2013,1.6667,6.39104,1.30808,"Family","Average"
"Rent a Hero",2012,1.4762,6.33613,1.21548,"Family","Average"
"Dungeon Dice",2014,2.1364,6.76189,1.95136,"Family","Average"
"La Boca",2013,1.3667,6.98067,1.20079,"Family","Average"
"Ab in die Tonne",2013,1.1304,6.19394,1.27718,"Family","Average"
"Expedition: Famous Explorers",2013,1.9615,6.78229,1.32611,"Family","Average"
"Dragon's Hoard",2014,1.4262,6.49645,1.41793,"Family","Average"
"Loony Quest",2015,1.1963,6.92154,1.12892,"Family","Average"
"The Witches: A Discworld Game",2013,1.681,6.15652,1.48054,"Family","Average"
"Wunderland",2013,1.5789,6.14065,1.26925,"Family","Average"
"Potato Man",2013,1.4426,6.7242,1.26326,"Family","Average"
"Rise of Augustus",2013,1.6366,6.73857,1.22832,"Family","Average"
"Cube Quest",2013,1.1029,6.82664,1.30167,"Family","Average"
"Via Appia",2013,1.9821,6.62793,1.18177,"Family","Average"
"Templar: The Secret Treasures",2013,2.25,6.4003,1.38288,"Family","Average"
"Dicht dran",2013,1.45,6.42704,1.13028,"Family","Average"
"Relic Expedition",2014,2.3333,6.72173,1.52833,"Family","Average"
"Dungeon Roll",2013,1.3341,6.11123,1.42487,"Family","Average"
"UGO!",2013,1.6279,6.59111,1.20376,"Family","Average"
"DTC",2012,1.375,6.03667,1.54348,"Family","Average"
"Belle of the Ball",2014,1.5,6.02842,1.26806,"Family","Average"
"VivaJava: The Coffee Game: The Dice Game",2014,1.7778,6.6201,1.31142,"Family","Average"
"Pelican Bay",2013,2.2,6.25041,1.54833,"Family","Average"
"The Hobbit: An Unexpected Journey",2013,1.8214,6.20706,1.52339,"Family","Average"
"Blueprints",2013,1.6836,6.81809,1.11634,"Family","Average"
"Piñata",2013,1.5,6.81544,1.18981,"Family","Average"
"Palmyra",2013,2.1818,6.17738,1.36247,"Family","Average"
"Dwarven Miner",2013,1.9231,6.43442,1.46974,"Family","Average"
"Continental Express",2014,1.25,6.02468,1.3363,"Family","Average"
"Havok & Hijinks",2014,1.6,6.76685,1.71363,"Family","Average"
"Gravwell: Escape from the 9th Dimension",2013,1.7328,6.90254,1.29631,"Family","Average"
"SOS Titanic",2013,1.6364,6.68898,1.40193,"Family","Average"
"Stak Bots",2013,1.6,6.25795,1.6654,"Family","Average"
"Machi Koro",2012,1.5299,6.62445,1.36346,"Family","Average"
"VOLT: Robot Battle Arena",2014,2.0385,6.98397,1.17654,"Family","Average"
"CV",2013,1.8615,6.61454,1.35264,"Family","Average"
"Relic Runners",2013,2.1089,6.61258,1.23109,"Family","Average"
"Elevenses",2013,1.4032,6.23989,1.37735,"Family","Average"
"Manno Monster",2013,1.625,6.37798,1.23082,"Family","Average"
"Packet Row",2013,1.9487,6.11552,1.33775,"Family","Average"
"Glastonbury",2013,1.5,6.52765,1.2436,"Family","Average"
"The Builders: Middle Ages",2013,1.7931,6.49296,1.19723,"Family","Average"
"Arcane Academy",2016,2.1579,6.77919,1.2701,"Family","Average"
"The Sheep Race",2013,1.5333,6.58486,1.28183,"Family","Average"
"Sultaniya",2014,2,6.52779,1.24344,"Family","Average"
"Cardline: Globetrotter",2013,1.3929,6.38022,1.19228,"Family","Average"
"SecuenzooS",2013,1.6,6.69952,1.27522,"Family","Average"
"Flash 10",2013,1,6.08052,1.21933,"Family","Average"
"Quilt Show",2014,1.8947,6.41682,1.2755,"Family","Average"
"Train Heist",2013,2.1667,6.47406,1.59716,"Family","Average"
"Hollywood",2013,1.9231,6.43824,1.36543,"Family","Average"
"Om Nom Nom",2013,1.2121,6.29501,1.37315,"Family","Average"
"Cubist",2014,1.9211,6.74953,1.25082,"Family","Average"
"Mush! Mush!: Snow Tails 2",2013,1.9259,6.94626,1.16996,"Family","Average"
"Händler der Karibik",2013,1.8421,6.79866,1.15748,"Family","Average"
"Dogs",2013,2.4286,6.95298,1.36967,"Family","Average"
"Scotland Yard Master",2013,1.6667,6.4578,1.34871,"Family","Average"
"Dead Man's Draw",2015,1.3466,6.85605,1.26357,"Family","Average"
"Escape: Zombie City",2014,1.7838,6.77663,1.34479,"Family","Average"
"Bullfrogs",2015,1.8788,6.77482,1.27604,"Family","Average"
"Rattlebones",2014,1.5636,6.50124,1.41494,"Family","Average"
"Diamonds: Second Edition",2014,1.5536,6.92092,1.21844,"Family","Average"
"Pairs",2014,1.1458,6.34415,1.45558,"Family","Average"
"Tales & Games: The Grasshopper & the Ant",2015,1.5455,6.23926,1.32025,"Family","Average"
"Lemminge",2014,1.4444,6.4282,1.17857,"Family","Average"
"Linko!",2014,1.3991,6.99484,1.20401,"Family","Average"
"Ivor the Engine",2014,1.9545,6.40278,1.2871,"Family","Average"
"Dimension",2014,1.3077,6.83973,1.25538,"Family","Average"
"Gardens",2014,1.8085,6.605,1.15648,"Family","Average"
"North Wind",2014,1.9434,6.44633,1.30726,"Family","Average"
"Terra",2014,1.5091,6.80818,1.20771,"Family","Average"
"Limes",2014,1.8958,6.86387,1.1957,"Family","Average"
"Pagoda",2014,1.871,6.63439,1.23042,"Family","Average"
"Medieval Academy",2014,1.8099,6.95166,1.16665,"Family","Average"
"Trekking the National Parks",2014,1.6842,6.99196,1.3632,"Family","Average"
"Madame Ching",2014,2.1569,6.4657,1.20702,"Family","Average"
"Piña Pirata",2014,1.2432,6.07264,1.47514,"Family","Average"
"Hot Tin Roof",2014,1.9286,6.07444,1.42863,"Family","Average"
"Desperados of Dice Town",2014,1.3902,6.16113,1.36499,"Family","Average"
"Yardmaster",2014,1.2286,6.33832,1.34007,"Family","Average"
"Loonacy",2014,1.0952,6.35379,1.5433,"Family","Average"
"Diner",2014,1.2381,6.06941,1.31912,"Family","Average"
"Subdivision",2014,2.381,6.48494,1.27479,"Family","Average"
"Age of War",2014,1.1028,6.44876,1.31867,"Family","Average"
"Korrigans",2014,1.5333,6.28865,1.31874,"Family","Average"
"Eggs and Empires",2014,1.2647,6.68812,1.21994,"Family","Average"
"Munchkin Panic",2014,2.1,6.07269,1.58176,"Family","Average"
"Pandemic: Contagion",2014,1.8969,6.42829,1.3487,"Family","Average"
"Lost Legacy: The Starship",2014,1.2768,6.61408,1.25984,"Family","Average"
"Bring Out Yer Dead",2015,2,6.33489,1.44229,"Family","Average"
"Dodekka",2014,1,6.25615,1.35516,"Family","Average"
"Norsaga",2015,1.8333,6.37074,1.53994,"Family","Average"
"HUE",2015,1.4286,6.38378,1.10146,"Family","Average"
"Bucket King 3D",2014,1.2308,6.21098,1.46187,"Family","Average"
"Prime Climb",2014,1.375,6.26181,1.48176,"Family","Average"
"The Game of 49",2014,1.625,6.39558,1.3601,"Family","Average"
"King of New York",2014,1.8584,6.94187,1.28697,"Family","Average"
"Lanterns: The Harvest Festival",2015,1.5633,6.90299,1.17992,"Family","Average"
"The Builders: Antiquity",2015,1.9219,6.71768,1.16817,"Family","Average"
"Red7",2014,1.6938,6.90121,1.29956,"Family","Average"
"Timeline: American History",2014,1.1515,6.7042,1.21543,"Family","Average"
"Lift Off! Get me off this Planet!",2015,1.8438,6.82655,1.4704,"Family","Average"
"King's Gold",2014,1,6.2552,1.31266,"Family","Average"
"Dead Drop",2015,1.7083,6.36338,1.35874,"Family","Average"
"Doodle City",2014,1.4,6.3117,1.26151,"Family","Average"
"Hamsterbacke",2014,1.25,6.56454,1.06479,"Family","Average"
"Ciúb",2014,1.9167,6.13425,1.36268,"Family","Average"
"Archaeologia",2014,2.1667,6.68515,1.23884,"Family","Average"
"Masmorra de DADOS",2014,2.3636,6.94401,1.53487,"Family","Average"
"Musée",2014,1.1724,6.80988,1.20712,"Family","Average"
"Cardline: Dinosaurs",2014,1.1667,6.05755,1.33061,"Family","Average"
"Abracada...What?",2014,1.6471,6.58866,1.28863,"Family","Average"
"GYÜMI",2014,1.5,6.57234,1.71134,"Family","Average"
"Roll For It! Deluxe Edition",2014,1.0923,6.61947,1.42211,"Family","Average"
"Beasty Bar",2014,1.4083,6.82118,1.16755,"Family","Average"
"Meteor",2014,1.8947,6.09138,1.48813,"Family","Average"
"Peptide: A Protein Building Game",2014,1.8889,6.29401,1.57321,"Family","Average"
"Sheep & Thief",2014,1.6552,6.62997,1.20649,"Family","Average"
"Saboteur: The Duel",2014,1.3023,6.04974,1.51861,"Family","Average"
"Project Dreamscape",2015,1.6364,6.58043,1.33681,"Family","Average"
"Dragon Racer",2015,2,6.60272,1.4556,"Family","Average"
"Beyond Baker Street",2016,2.1842,6.87094,1.2509,"Family","Average"
"Letter Tycoon",2015,2.04,6.82226,1.37142,"Family","Average"
"Birds of a Feather",2015,1.2308,6.7412,1.26242,"Family","Average"
"Deep Sea Adventure",2014,1.1678,6.96786,1.28328,"Family","Average"
"Floating Market",2015,1.625,6.24549,1.36756,"Family","Average"
"Wombat Rescue",2015,2.1053,6.47732,1.33293,"Family","Average"
"The Curse of the Black Dice",2015,1.7368,6.21151,1.63235,"Family","Average"
"Lost Woods",2015,1.5,6.68516,1.48463,"Family","Average"
"Favor of the Pharaoh",2015,2,6.79283,1.25326,"Family","Average"
"Vienna",2015,2.2258,6.49199,1.24156,"Family","Average"
"Think Str8!",2015,2.3333,6.93851,1.34001,"Family","Average"
"GemPacked Cards",2015,1.375,6.4931,1.67258,"Family","Average"
"Best Treehouse Ever",2015,1.3704,6.56247,1.18614,"Family","Average"
"Parfum",2015,2.0704,6.49727,1.26813,"Family","Average"
"Dragonwood",2015,1.3855,6.64722,1.30695,"Family","Average"
"Nevermore",2015,1.8571,6.68091,1.44443,"Family","Average"
"The Game",2015,1.2476,6.70938,1.3294,"Family","Average"
"Träxx",2015,1.1667,6.57733,1.07592,"Family","Average"
"Lost Legacy: Second Chronicle – Vorpal Sword & Whitegold Spire",2015,1.2917,6.80131,1.18579,"Family","Average"
"Drachenhort",2015,1.5,6.64742,1.16495,"Family","Average"
"Kajko i Kokosz: Przygody Wojów",2015,1.2,6.0959,1.54183,"Family","Average"
"Holmes: Sherlock & Mycroft",2015,1.8235,6.82927,1.20845,"Family","Average"
"Ion: A Compound Building Game",2015,1.3684,6.41043,1.31151,"Family","Average"
"New York 1901",2015,2.0542,6.8257,1.17449,"Family","Average"
"Celestia",2015,1.3305,6.96931,1.2156,"Family","Average"
"Trambahn",2015,1.8315,6.96099,1.16781,"Family","Average"
"Cuisine a la Card",2015,2,6.92975,1.34826,"Family","Average"
"Dragon Keepers",2019,1.5,6.75113,1.37506,"Family","Average"
"Ninja Camp",2016,1.5484,6.71899,1.26813,"Family","Average"
"Rattle, Battle, Grab the Loot",2015,2.5,6.15134,1.65359,"Family","Average"
"Rush & Bash",2015,1.4211,6.80202,1.23922,"Family","Average"
"Fate Of Akalon: Tribes",2016,2,6.93725,1.13411,"Family","Average"
"Garbage Day!",2016,1.0714,6.09958,1.4733,"Family","Average"
"Rolling America",2015,1.5385,6.37121,1.178,"Family","Average"
"OctoDice",2015,1.8667,6.4791,1.23991,"Family","Average"
"Carcassonne: Star Wars",2015,1.6275,6.71792,1.40553,"Family","Average"
"Tumult Royale",2015,2.1,6.51622,1.29699,"Family","Average"
"Ubongo: Star Wars – Das Erwachen der Macht",2015,1.8,6.36547,1.2677,"Family","Average"
"Game of Trains",2015,1.1967,6.36194,1.21892,"Family","Average"
"Lutèce",2015,2,6.6164,1.17506,"Family","Average"
"Cucina Curiosa",2015,1,6.55917,1.09065,"Family","Average"
"Amphipolis",2015,1.8,6.19194,1.31982,"Family","Average"
"CVlizations",2015,1.875,6.31705,1.28369,"Family","Average"
"Plums",2015,1.7895,6.58395,1.25451,"Family","Average"
"Kodama: The Tree Spirits",2016,1.6552,6.72267,1.20929,"Family","Average"
"Portal of Heroes",2015,1.8302,6.8007,1.21489,"Family","Average"
"Dingo's Dreams",2016,1.1,6.10901,1.38942,"Family","Average"
"Treasure Hunter",2015,1.8673,6.76742,1.23574,"Family","Average"
"Thief's Market",2016,1.9024,6.4906,1.34332,"Family","Average"
"Adventure Land",2015,1.8525,6.90876,1.1588,"Family","Average"
"Spookies",2015,1.25,6.18065,1.25844,"Family","Average"
"Ember: The Magical Card Game",2016,1.5,6.72397,1.90163,"Family","Average"
"Dice Drivin'",2016,1.3125,6.34081,1.72034,"Family","Average"
"Aloha Pioha",2016,1.2222,6.44023,1.42872,"Family","Average"
"Go Nuts for Donuts",2017,1.0976,6.48931,1.43771,"Family","Average"
"Sea of Clouds",2016,1.766,6.68652,1.25882,"Family","Average"
"Yeti",2016,1.5714,6.32002,1.18984,"Family","Average"
"Zany Penguins",2016,1.4194,6.65287,1.20941,"Family","Average"
"UNO: With Customizable Wild Cards",2015,1,6.2645,1.5965,"Family","Average"
"Animals on Board",2016,1.5,6.55366,1.0845,"Family","Average"
"Rival Kings",2016,2,6.08904,1.70395,"Family","Average"
"Bandido",2016,1.1011,6.47978,1.33134,"Family","Average"
"Matryoshka",2016,1.7692,6.61495,1.41343,"Family","Average"
"Wiener Walzer",2016,2,6.43636,1.03596,"Family","Average"
"Go Cuckoo!",2016,1,6.71026,1.34851,"Family","Average"
"Broom Service: The Card Game",2016,1.3,6.10095,1.45292,"Family","Average"
"Oceanos",2016,1.8182,6.84039,1.15356,"Family","Average"
"Memory: The Board Game",2016,1,6.42188,1.1188,"Family","Average"
"Dice Stars",2016,1.3333,6.65961,1.20773,"Family","Average"
"Chariot Race",2016,1.75,6.0501,1.42686,"Family","Average"
"Escape the Room: Mystery at the Stargazer's Manor",2016,1.6111,6.57622,1.4743,"Family","Average"
"Bohemian Villages",2016,1.8947,6.2513,1.27125,"Family","Average"
"Costa Rica",2016,1.4737,6.22854,1.35322,"Family","Average"
"Pedzace Slimaki",2016,1,6.562,1.13537,"Family","Average"
"Viral",2017,2.5577,6.98659,1.24016,"Family","Average"
"Dream Home",2016,1.6644,6.90898,1.16049,"Family","Average"
"DIG",2017,1.2222,6.39235,1.21964,"Family","Average"
"Dice Heist",2016,1,6.24011,1.3782,"Family","Average"
"Lotus",2016,1.4681,6.7274,1.20503,"Family","Average"
"Rummy 17",2016,1,6.0625,1.20953,"Family","Average"
"Legendary Inventors",2016,1.9744,6.35077,1.30457,"Family","Average"
"Evolution: The Beginning",2016,1.7949,6.67088,1.29238,"Family","Average"
"Virulence: An Infectious Card Game",2016,1.6154,6.74388,1.24325,"Family","Average"
"Medici: The Card Game",2016,1.619,6.74609,1.18066,"Family","Average"
"Fuji Flush",2016,1.0444,6.56578,1.35365,"Family","Average"
"Tajemnicze podziemia",2016,1.125,6.55294,1.23705,"Family","Average"
"Cottage Garden",2016,1.8954,6.89759,1.18909,"Family","Average"
"Skyjo",2015,1.087,6.83992,1.42251,"Family","Average"
"Batman: The Animated Series Dice Game",2016,1.25,6.4447,1.17056,"Family","Average"
